Investor,Year,TotalInvested_USD,DealsCount
Westbridge Capital,2019.0,3900000000.0,1
Softbank,2017.0,2500000000.0,1
Accel Partners,2015.0,2188350000.0,21
\\xc2\\xa0Tiger Global,2015.0,2020000000.0,1
\\xc2\\xa0IndianIdeas.com,2015.0,2019350000.0,1
\\xc2\\xa0IvyCap Ventures,2015.0,2016200000.0,1
Dragoneer Investment Group,2015.0,2016200000.0,1
\\xc2\\xa0Goldman Sachs,2015.0,2010000000.0,1
Tiger Global,2015.0,1704400000.0,20
SoftBank Group,2017.0,1650000000.0,2
Tencent Holdings,2017.0,1435000000.0,2
Microsoft,2017.0,1400000000.0,1
eBay,2017.0,1400000000.0,1
Sequoia Capital,2015.0,1158250000.0,43
Vijay Shekhar Sharma,2019.0,1000000000.0,1
Softbank,2015.0,945000000.0,4
DST Global,2015.0,900000000.0,2
Falcon Edge Capital,2015.0,850000000.0,5
Altimeter Capital,2019.0,720000000.0,2
Steadview Capital,2015.0,700000000.0,4
Steadview Capital and existing investors,2015.0,700000000.0,1
Ant Financial,2015.0,680000000.0,1
Alibaba Group,2015.0,680000000.0,1
SoftBank Group,2015.0,600000000.0,2
DST Global,2019.0,585000000.0,1
Didi Kuaidi,2015.0,530000000.0,2
Lightspeed Venture Partners,2017.0,509100000.0,4
Foxconn,2015.0,509000000.0,2
Baillie Gifford,2015.0,500000000.0,1
Alibaba,2015.0,500000000.0,1
Bennett Coleman and Company Ltd (BCCL),2019.0,450000000.0,1
Accel Partners & Others,2015.0,400000000.0,1
Sequoia Capital India,2017.0,363800000.0,6
SoftBank Group Corp,2017.0,330000000.0,1
Tiger Global Management,2015.0,322900000.0,13
Bessemer Venture Partners,2018.0,312000000.0,2
SoftBank Vision Fund,2018.0,300000000.0,1
Alibaba,2018.0,300000000.0,1
Ascent Capital,2018.0,300000000.0,1
Helion Venture Partners,2018.0,300000000.0,1
Matrix Partners,2019.0,292000000.0,2
Kalaari Capital,2019.0,283000000.0,1
Stellaris Venture Partners,2019.0,283000000.0,1
Undisclosed investors,2017.0,271478000.0,4
SIMI Pacific Pte,2017.0,260000000.0,1
Goldman Sachs,2015.0,256000000.0,3
Matrix Partners,2015.0,254600000.0,11
Sequoia Capital,2016.0,250250000.0,13
Sequoia Capital India Advisors,2017.0,250000000.0,1
Greenoaks Capital,2017.0,250000000.0,1
Hero Enterprise,2017.0,250000000.0,1
Greenoaks Capital Partners,2017.0,250000000.0,1
SoftBank Vision Fund,2017.0,250000000.0,1
SAIF Partners,2015.0,237300000.0,23
SoftBank Group,2016.0,237000000.0,2
SoftBank Vision Fund,2019.0,231000000.0,1
Nexus Venture Partners,2015.0,228700000.0,13
Accel Partners,2017.0,227150000.0,16
and Sofina,2019.0,226000000.0,1
Sequoia Capital and Temasek Holdings,2019.0,226000000.0,1
Burda Principal Investments,2019.0,226000000.0,1
EDBI,2019.0,226000000.0,1
NY based Hedge Fund,2015.0,225000000.0,1
DST Global and Lightspeed Venture Partners\\xe2\\x80\\x99 global fund.,2018.0,225000000.0,1
Accel Partners,2018.0,220830000.0,6
Amour Infrastructure,2019.0,220000000.0,1
Warburg Pincus,2016.0,220000000.0,2
Accel Partners,2016.0,219350000.0,15
Tiger Global,2016.0,215000000.0,3
\\xc2\\xa0Forum Synergies PE Fund,2015.0,205000000.0,1
Ontario Teachers\\xe2\\x80\\x99 Pension Plan & Others,2016.0,200000000.0,1
Tiger Global Management,2020.0,200000000.0,1
SoftBank Vision Fund & Info Edge (India) Ltd,2018.0,200000000.0,1
Ant Financials,2018.0,200000000.0,1
IAN Fund and DSG Consumer Partners,2019.0,200000000.0,1
Alibaba,2017.0,200000000.0,1
Global Institutional Investors,2017.0,200000000.0,1
Warburg Pincus,2015.0,182000000.0,2
Ctrip.com International Ltd,2016.0,180000000.0,1
Foxconn Technology Group,2016.0,175000000.0,1
Bharti Enterprises,2016.0,175000000.0,1
Tencent Holdings,2016.0,175000000.0,1
Sequoia India,2016.0,171000000.0,7
Tiger Global Management,2019.0,166500000.0,5
Tencent,2017.0,165000000.0,2
SAIF Partners,2016.0,164650000.0,13
Lightspeed Venture Partners,2016.0,163500000.0,4
Bessemer Venture Partners,2017.0,160800000.0,7
Zodius Technology Fund,2015.0,160000000.0,3
Mousse Partners,2015.0,160000000.0,2
Helion Venture Partners,2015.0,157250000.0,11
Lighthouse,2018.0,157200000.0,1
Kalaari Capital,2015.0,150750000.0,17
Norwest Venture Partners,2015.0,150500000.0,6
Sands Capital and International Finance Corporation,2019.0,150000000.0,1
B Capital,2019.0,150000000.0,1
Sequoia,2019.0,150000000.0,1
Investment AB Kinnevik,2015.0,150000000.0,1
CapitalG,2019.0,150000000.0,1
Ant Financial,2020.0,150000000.0,1
Accel,2019.0,150000000.0,1
Wellington,2019.0,150000000.0,1
Goldman Sachs Investment Partners and Silicon Valley-based Accel,2019.0,150000000.0,1
LightStreet,2019.0,150000000.0,1
Abraaj Group,2016.0,150000000.0,1
Sequoia Capital,2019.0,150000000.0,1
Qatar Investment Authority,2019.0,150000000.0,1
SAIF Partners,2017.0,147800000.0,7
Sequoia India,2019.0,145500000.0,4
March Capital,2016.0,145000000.0,1
Temasek Holdings,2016.0,145000000.0,1
Binny Bansal,2019.0,144000000.0,3
Equanimity Ventures,2019.0,140000000.0,1
Azim Premji,2019.0,140000000.0,1
Sutter Hill Ventures,2019.0,135000000.0,1
Tybourne Capital,2015.0,130000000.0,2
Times Internet,2015.0,128600000.0,5
Norwest Venture Partners,2018.0,127799000.0,2
Naspers,2019.0,125000000.0,1
Sofina,2016.0,125000000.0,2
TA Associates,2015.0,125000000.0,2
Sofina,2015.0,120000000.0,2
Temasek,2015.0,120000000.0,2
Apoletto Managers,2015.0,120000000.0,1
Kalaari Capital and Others,2018.0,120000000.0,1
IDG Ventures,2018.0,120000000.0,1
Nexus Venture Partners,2016.0,115500000.0,4
Yuri Milner,2015.0,115000000.0,2
Khazanah Nasional Berhad,2015.0,115000000.0,2
Tencent Holdings Ltd,2018.0,115000000.0,1
Times Internet,2018.0,115000000.0,1
Flipkart,2017.0,110700000.0,3
Softbank Group,2017.0,110000000.0,1
Hillhouse Capital,2019.0,110000000.0,1
RPS Ventures,2019.0,110000000.0,1
Alphabet\\xe2\\x80\\x99s growth investment arm Capital G and Axis Bank,2019.0,110000000.0,1
Rocket Internet AG & others,2015.0,110000000.0,1
Tiger Global,2017.0,105000000.0,2
Valiant Capital,2015.0,105000000.0,3
Harmony Partners,2017.0,105000000.0,2
\\xc2\\xa0 Capital Advisers,2017.0,104500000.0,1
Falcon Edge Capital,2017.0,104500000.0,1
Rocket Internet,2015.0,102000000.0,2
Sequoia India,2017.0,101500000.0,6
Tennenbaum Capital Partners & Others,2015.0,100000000.0,1
Sequoia Capital & Matrix Partners,2018.0,100000000.0,1
The Rise Fund & Others,2018.0,100000000.0,1
Tencent,2018.0,100000000.0,1
Sandeep Mathur,2018.0,100000000.0,1
Kalaari Capital and Private equity firm Multiples Alternate Asset Management,2018.0,100000000.0,1
GIC,2016.0,100000000.0,1
Greenoaks Capital,2015.0,100000000.0,1
Naspers,2018.0,100000000.0,1
Quilvest,2015.0,100000000.0,1
Tiger Global & Other investors,2015.0,100000000.0,1
Carlyle Group,2017.0,100000000.0,1
TPG Growth,2018.0,100000000.0,1
TPG,2018.0,100000000.0,1
DSG Consumer Partners and Venture Nursery,2016.0,100000000.0,1
Softbank,2016.0,100000000.0,1
Tiger Global Management,2016.0,100000000.0,1
DiDi Chuxing,2018.0,100000000.0,1
\\xc2\\xa0 Lightspeed India,2015.0,100000000.0,1
Bertelsmann India Investments Norwest Venture Partners.,2015.0,100000000.0,1
Liberty Media,2015.0,100000000.0,1
Greenoaks Capital,2016.0,100000000.0,1
Khazanah Nasional Berhad,2016.0,100000000.0,1
Bertelsmann India,2015.0,100000000.0,1
IDG Ventures,2016.0,96900000.0,8
Nexus Venture Partners,2017.0,96000000.0,5
Sequoia Capital India,2016.0,95000000.0,4
Eight Roads Ventures,2017.0,95000000.0,4
Google Capital,2015.0,95000000.0,2
Kalaari Capital,2017.0,91370000.0,8
Fidelity Growth Partners,2015.0,91000000.0,4
Blume Ventures,2015.0,90400000.0,8
Altimeter Capital,2015.0,90000000.0,1
Zodius Capital,2015.0,90000000.0,3
Norwest Venture Partners,2017.0,90000000.0,4
Sequoia Capital Global Equities,2015.0,90000000.0,1
March Capital Partners,2019.0,89080000.0,2
Fullerton Financial Holdings Pte Ltd & Others,2018.0,87000000.0,1
Zodius Capital,2017.0,86000000.0,2
Omidyar Network,2016.0,86000000.0,7
Norwest Venture Partners,2016.0,85300000.0,5
Multiples Alternate Asset Management,2015.0,85000000.0,1
Emerald Media,2016.0,85000000.0,2
Amazon,2015.0,82500000.0,2
New Enterprise Associates,2015.0,82100000.0,4
Network 18,2016.0,82000000.0,1
Stripes Group,2016.0,82000000.0,1
Altimeter Capital,2018.0,82000000.0,1
Actis,2018.0,82000000.0,1
DG Ventures India,2017.0,81000000.0,2
Accel India,2017.0,80000000.0,1
Hillhouse Capital,2015.0,80000000.0,2
Nasper,2017.0,80000000.0,1
Tenaya Capital,2017.0,80000000.0,1
Riverwood Capital,2017.0,80000000.0,1
RuNet and Sofina,2015.0,80000000.0,1
Kalaari Capital,2016.0,78250000.0,18
True North,2017.0,77000000.0,1
Wellington Management,2017.0,77000000.0,1
Paytm,2015.0,75315000.0,5
Insight Partners,2019.0,75000000.0,1
Clairvest Group,2017.0,73700000.0,1
Shunwei Capital,2018.0,73200000.0,3
Sequoia India,2015.0,71900000.0,3
Naspers,2017.0,71000000.0,1
Sands Capital,2017.0,70000000.0,1
Sanjiv Rangrass,2017.0,70000000.0,1
Ping An Global Voyager Fund,2019.0,70000000.0,1
Softbank Vision Fund,2019.0,70000000.0,1
Uniqorn Ventures and other,2015.0,70000000.0,1
IFC,2017.0,70000000.0,1
Lightspeed Venture Partners,2015.0,69000000.0,3
Flipkart,2018.0,66000000.0,1
ChrysCapital,2015.0,63000000.0,1
Tiger Global and Apoletto Managers.,2018.0,62000000.0,1
SoftBank,2018.0,62000000.0,1
Flipkart,2015.0,61450000.0,6
Bertelsmann India Investments,2016.0,61000000.0,4
Kris Gopalakrishnan,2016.0,61000000.0,2
Bessemer Venture Partners,2015.0,60200000.0,4
Composite Capital Management,2019.0,60000000.0,1
TPG Growth,2016.0,60000000.0,1
Coatue Management,2015.0,60000000.0,1
Adveq Management,2016.0,60000000.0,1
Sequoia Capital India,2019.0,60000000.0,1
Ratan Tata,2016.0,60000000.0,1
International Finance Corp,2016.0,60000000.0,1
Bamboo Capital Partners,2017.0,60000000.0,1
AB Kinnevik,2015.0,60000000.0,1
Vy Capital,2015.0,60000000.0,1
MediaTek Inc.,2016.0,60000000.0,1
Apis Partner,2017.0,60000000.0,1
Apoletto,2015.0,59000000.0,2
Jasper Infotech Pvt Ltd,2017.0,57000000.0,1
FTV Capital,2017.0,56000000.0,1
Elevar Equity,2018.0,55000000.0,1
RSI Fund,2017.0,55000000.0,1
Existing investors,2018.0,55000000.0,1
ChrysCapital,2018.0,55000000.0,1
Temasek Holdings,2017.0,55000000.0,1
Thrive Capital,2017.0,55000000.0,1
\\xc2\\xa0 ru-Net,2017.0,55000000.0,1
LGT Impact,2018.0,55000000.0,1
Omidyar Network and Kaizen Private Equity also participated in the round,2018.0,55000000.0,1
Sequoia Capital,2017.0,54200000.0,6
Bennett,2017.0,54200000.0,3
Mumbai Angels,2019.0,53400000.0,2
Saama Capital,2015.0,53000000.0,3
Sistema Asia Fund,2018.0,53000000.0,3
Brand Capital,2016.0,52225000.0,6
TR Capital,2015.0,52150000.0,2
Paragon Partners,2018.0,52100000.0,2
WestBridge Capital,2019.0,52000000.0,1
Silicon Valley Bank,2015.0,52000000.0,1
Canaan Partners,2015.0,52000000.0,1
Mitsui & Co.,2015.0,52000000.0,1
Qualcomm Ventures,2015.0,51500000.0,3
Matrix Partners,2016.0,51100000.0,4
Blue Cloud Ventures,2016.0,51000000.0,1
Sachin Bansal,2019.0,51000000.0,1
EDBI,2016.0,51000000.0,1
Hercules Capital,2016.0,51000000.0,1
General Atlantic,2019.0,51000000.0,1
India Quotient,2016.0,50800000.0,9
Tekne Capital Management LLC,2017.0,50000000.0,1
Chan Zuckerberg Initiative,2016.0,50000000.0,1
MediaTek,2016.0,50000000.0,1
Lightspeed & Yuri Milner,2018.0,50000000.0,1
Manipal Education and Medical Group (MEMG),2019.0,50000000.0,1
OrbiMed,2015.0,50000000.0,1
Meritech Capital Partners,2018.0,50000000.0,1
Value Fund Advisors,2015.0,50000000.0,1
Lightspeed Ventures,2016.0,50000000.0,1
GMO Payment Gateway,2016.0,50000000.0,1
Morgan Stanley,2015.0,50000000.0,1
Google Capital & Accel Partners,2015.0,50000000.0,1
Pradip Dadha Group,2015.0,50000000.0,1
\\xc2\\xa0 Tiger Global Management & others,2015.0,50000000.0,1
Times Internet Ltd,2016.0,50000000.0,1
Emerging India,2017.0,50000000.0,1
Ravikanth Reddy,2019.0,50000000.0,1
Susquehanna Growth Equity LLC,2017.0,50000000.0,1
DST Partners and RPS Ventures,2018.0,50000000.0,1
Steadview Capital and Vy Capital.,2018.0,50000000.0,1
KCK Global & Others,2018.0,49700000.0,1
Kingsway FCI Fund,2018.0,49700000.0,1
Zodius Technology Fund,2016.0,48300000.0,2
SAIF Partners.,2015.0,48000000.0,2
Omidyar Network,2015.0,48000000.0,3
LeapFrog Investments,2018.0,47000000.0,1
Quona Capital,2018.0,47000000.0,1
Aspada Investment,2018.0,47000000.0,1
Individual Investors,2018.0,46872000.0,4
Matrix Partners India,2015.0,46000000.0,2
IDG Ventures,2017.0,45300000.0,7
Fairfax,2018.0,45000000.0,1
Eight Roads,2019.0,45000000.0,1
Lightbox,2019.0,45000000.0,1
ECL Finance,2017.0,44000000.0,1
Sequoia Capital,2018.0,43930000.0,5
Elevar Equity,2015.0,42500000.0,2
Matrix Partners,2017.0,42000000.0,3
Orios Venture Partners,2015.0,41500000.0,8
Quadria Capital Advisors,2017.0,40000000.0,1
PremjiInvest,2015.0,40000000.0,1
Ribbit Capital,2015.0,40000000.0,1
Capricorn Investment and IFC,2015.0,40000000.0,1
Future Fund,2015.0,40000000.0,1
\\xc2\\xa0 Lok Capital,2015.0,40000000.0,1
Bessemer Venture,2015.0,40000000.0,1
Goldman Sachs,2017.0,40000000.0,2
Net1 UEPS Technologies Inc,2016.0,40000000.0,1
WestBridge Capital,2015.0,40000000.0,1
Sequoia Capital India and Omidyar Network,2015.0,40000000.0,1
Ventureast,2018.0,39900000.0,4
RB Investments,2017.0,39300000.0,5
Coleman and Co. Ltd (BCCL),2017.0,38700000.0,1
RB Investments,2016.0,38500000.0,3
State Street Global Advisors,2018.0,38400000.0,1
Pine Labs Pte Ltd,2019.0,38080000.0,1
Capricorn Investment Group,2015.0,38000000.0,2
DSG Consumer Partners,2017.0,38000000.0,3
Helion Ventures,2015.0,37750000.0,3
Ventureast,2015.0,37500000.0,1
International Finance Corporation (IFC),2015.0,37500000.0,1
XL Innovate,2019.0,37000000.0,1
Torrent Group,2016.0,37000000.0,1
Ascent Capital,2015.0,37000000.0,2
Global Founders Capital,2015.0,36500000.0,2
Mayfield India,2016.0,36500000.0,2
Morgan Stanley Private Equity Asia,2018.0,36230000.0,1
Tekne Capital Management,2017.0,36000000.0,1
Lightbox Ventures,2015.0,36000000.0,2
IDG Ventures India,2015.0,35700000.0,8
Falcon Edge,2018.0,35390000.0,2
Trifecta Capital,2017.0,35100000.0,6
APIS Partners,2016.0,35000000.0,1
Lightbox Ventures,2016.0,35000000.0,2
RB Investments & existing investors,2016.0,35000000.0,1
Fung Strategic Holdings,2018.0,35000000.0,1
Alibaba Pictures,2017.0,35000000.0,1
Carrick Capital Partners,2015.0,35000000.0,1
Sunil Munjal,2018.0,35000000.0,2
Sistema JSFC and Tanncam Investment,2018.0,35000000.0,1
Dalip Pathak and Others,2018.0,35000000.0,2
Harmony Partners,2016.0,35000000.0,1
Harsh Mariwala,2018.0,35000000.0,2
Premji Invest,2016.0,35000000.0,1
IvyCap Ventures,2016.0,34650000.0,3
DSG Consumer Partners,2015.0,34540000.0,4
Saama Capital,2016.0,34100000.0,3
Amazon,2018.0,34000000.0,2
Ward Ferry Management and Karst Peak Capital,2017.0,34000000.0,1
Blume Ventures,2016.0,33650000.0,11
Vertex Ventures,2015.0,32500000.0,2
Trust Capital,2017.0,32000000.0,1
Innogy,2018.0,32000000.0,1
IL&FS,2017.0,32000000.0,1
Radhakrishan Damani and Rakesh Jhunjhunwala,2017.0,32000000.0,1
and Tenaska,2018.0,32000000.0,1
CLP Holdings Group,2018.0,32000000.0,1
Rosy Blue Securities,2017.0,32000000.0,1
\\xc3\\x98rstead,2018.0,32000000.0,1
Tree Line Asia,2015.0,31600000.0,2
Bertelsmann India,2016.0,31300000.0,1
Goldman Sachs Group,2016.0,31300000.0,1
Teachers Insurance and Annuity Association (TIAA),2018.0,31000000.0,1
UC-RNT Fund,2017.0,31000000.0,1
alcon Edge Capital,2017.0,31000000.0,1
IDG Ventures,2015.0,30700000.0,9
IDG Ventures India,2016.0,30500000.0,5
Axis Capital & Others,2016.0,30000000.0,1
Fosun RZ Capital,2018.0,30000000.0,1
Lakshmi Narayanan,2017.0,30000000.0,1
Warburg Pincus,2017.0,30000000.0,1
Fred Khosravi,2015.0,30000000.0,1
Deshpande Foundation,2015.0,30000000.0,1
SAIF Partners and others,2015.0,30000000.0,1
Fosun International,2017.0,30000000.0,1
and Endiya Partners.\\n\\n,2018.0,30000000.0,1
Vertex Growth Fund,2019.0,30000000.0,1
Institutional Venture Partners,2016.0,30000000.0,1
\\xc2\\xa0 Lightbox Ventures,2015.0,30000000.0,1
ru-Net,2015.0,30000000.0,1
Amarpreet Sawhney,2015.0,30000000.0,1
CRV,2016.0,30000000.0,1
Sofina s.a.,2017.0,30000000.0,1
Richard S. Braddock,2015.0,30000000.0,1
India Value Fund Advisors,2015.0,30000000.0,1
Kris Gopalakrishnan,2017.0,30000000.0,1
IIFL and Accel Partners,2016.0,30000000.0,1
Bessemer Venture Partners,2016.0,30000000.0,2
Vertex Ventures Southeast Asia (SEA) and India and Sistema Asia Fund,2018.0,30000000.0,1
Lakestar and Jungle Ventures,2018.0,29500000.0,1
Softbank\\xe2\\x80\\x99s DeepCore.,2018.0,29500000.0,1
Blume Ventures,2017.0,29112000.0,12
Creation Investments,2018.0,29000000.0,1
Omidyar Network,2017.0,29000000.0,5
Matrix Partners India and Zodius Capital,2018.0,29000000.0,1
Accion,2015.0,28000000.0,2
GIC ventures,2015.0,28000000.0,1
CDC Group,2018.0,27799000.0,1
the UK\\xe2\\x80\\x99s Development Finance Institution and P Surendra Pai,2018.0,27799000.0,1
Info Edge (India) Ltd and Temasek,2018.0,27700000.0,1
Vy Capital,2017.0,27600000.0,2
Nandan Nilekani,2016.0,27400000.0,3
Rakesh Jhunjhunwala,2017.0,27000000.0,1
Hero MotoCorp,2016.0,27000000.0,1
Canaan Partners,2017.0,27000000.0,1
IFC Everstone Group,2015.0,27000000.0,1
Vertex Ventures,2017.0,26750000.0,4
Jungle Ventures,2016.0,26400000.0,3
Sequoia Capital India,2018.0,26180000.0,2
Accel Partners,2019.0,26000000.0,1
Sabre Partners,2017.0,26000000.0,1
Pidilite Industries director Ajay Parekh,2019.0,26000000.0,1
Triton Investment Advisors,2019.0,26000000.0,1
Trifecta Capital Advisors,2019.0,26000000.0,1
MEMG CDC,2017.0,26000000.0,1
IAN Fund,2019.0,26000000.0,1
Valiant Capital Partners,2015.0,26000000.0,1
International Finance Corporation (IFC),2017.0,26000000.0,1
Inventus Capital Partners,2017.0,26000000.0,1
and Nandan Nilekani,2017.0,26000000.0,1
Lightspeed Ventures,2015.0,25500000.0,2
Digital Garage,2016.0,25400000.0,3
B Capital Group,2017.0,25000000.0,1
Bessemer Venture Partner,2015.0,25000000.0,1
Axis Bank,2015.0,25000000.0,1
\\xc2\\xa0 Falcon Edge,2016.0,25000000.0,1
\\xc2\\xa0 Eight Roads Ventures,2017.0,25000000.0,1
Innov8,2017.0,25000000.0,1
Info Edge (India),2015.0,25000000.0,1
Berggruen Holdings,2015.0,25000000.0,1
ByteDance,2016.0,25000000.0,1
Ignition Partners,2017.0,25000000.0,1
Singtel,2017.0,25000000.0,1
Social+Capital,2015.0,25000000.0,1
\\xc2\\xa0 UC-RNT fund,2017.0,25000000.0,1
e.ventures,2017.0,25000000.0,1
American Express,2015.0,25000000.0,1
Aspada Ventures,2016.0,25000000.0,1
eContext Asia,2015.0,25000000.0,1
Beenos Asia,2015.0,25000000.0,1
Xiaomi Inc,2016.0,25000000.0,1
Arun Sarin,2016.0,25000000.0,1
Greenoaks capital,2015.0,25000000.0,1
LightSpeed Ventures,2015.0,25000000.0,1
Helion Advisors,2015.0,25000000.0,1
Hero Electronix\\xe2\\x80\\x99s corporate financing arm,2018.0,25000000.0,1
Sunil Kant Munjal,2018.0,25000000.0,1
Cisco Investments,2015.0,25000000.0,1
Meru Capital,2015.0,25000000.0,1
Ola,2015.0,25000000.0,1
Accel,2015.0,25000000.0,1
Lok Capital,2015.0,25000000.0,1
Electronic Development Fund,2018.0,25000000.0,1
Creation Investments Capital Management,2016.0,25000000.0,1
Sistema Asia Fund,2017.0,25000000.0,3
Greycroft,2017.0,25000000.0,1
LeapFrog Investments,2015.0,25000000.0,1
Horizons Ventures,2015.0,25000000.0,1
Trifecta Capital,2016.0,24800000.0,3
Ford Smart Mobility Llc,2016.0,24000000.0,1
responsAbility,2018.0,23500000.0,1
Elevar Equity and Accel Partners,2018.0,23500000.0,1
SAIF Partners,2018.0,23500000.0,2
SAIF Partners,2019.0,23300000.0,2
Oman India Joint Investment Fund (OIJIF),2018.0,23000000.0,1
Naver,2018.0,23000000.0,1
Line Ventures Corporation,2018.0,23000000.0,1
Microsoft Ventures,2016.0,23000000.0,1
Epsilon Venture Partners,2016.0,23000000.0,1
Line Corp,2018.0,23000000.0,1
Hines,2017.0,23000000.0,1
Artiman Ventures,2017.0,23000000.0,2
Salesforce Ventures,2016.0,23000000.0,1
Shinhan Bank and TS Investment,2018.0,23000000.0,1
Infibeam,2017.0,22866000.0,2
F-Prime Capital Partners,2017.0,22500000.0,2
Ru-Net Technology Partners,2015.0,22500000.0,1
Qualcomm Ventures,2017.0,22500000.0,2
Qualcomm,2015.0,22500000.0,1
Iron Pillar,2019.0,22000000.0,1
International Finance Corporation,2018.0,22000000.0,1
International Finance Corporation (IFC),2018.0,22000000.0,1
International Finance Corporation,2017.0,22000000.0,2
B Capital,2018.0,22000000.0,1
Romulus Capital and Kalaari Capital,2019.0,22000000.0,1
Perceptive Advisors,2019.0,22000000.0,1
Transamerica and others.,2018.0,22000000.0,1
Accel Partners and IDG Ventures,2018.0,22000000.0,1
Endiya Partners,2018.0,21740000.0,3
Y Combinator,2018.0,21520000.0,3
Mayfield Ventures,2015.0,21500000.0,3
Mitsui & Co & existing investors,2015.0,21500000.0,1
CapitalG,2018.0,21500000.0,1
SAIF Partners and LGT Impact Ventures,2018.0,21500000.0,1
Jungle Ventures,2017.0,21300000.0,3
Kalaari Capital and Inventus Capital,2016.0,21000000.0,1
Lighthouse Funds & Thuasne Participations,2018.0,21000000.0,1
Mahindra Partners,2017.0,21000000.0,1
Helion Ventures,2016.0,21000000.0,2
Delhivery,2015.0,21000000.0,3
Tiger Global,2018.0,21000000.0,2
CDC Group Plc,2018.0,21000000.0,1
Accel Partner,2017.0,21000000.0,1
\\xc2\\xa0LetsVenture,2015.0,20685000.0,1
Kumar Bansal,2015.0,20685000.0,1
Kshitij Jain,2015.0,20685000.0,1
Zodius Capital,2016.0,20250000.0,2
CerraCap,2015.0,20000000.0,1
MakeMyTrip,2015.0,20000000.0,2
Wargburg Pincus,2018.0,20000000.0,1
Times Internet Ltd & One more Fund,2015.0,20000000.0,1
Goldman Sachs,2018.0,20000000.0,1
\\xc2\\xa0 Nirvana Ventures Advisors,2015.0,20000000.0,1
Sequoia,2018.0,20000000.0,1
Alpha Capital,2016.0,20000000.0,1
SC GG India Mobility Holdings LLC,2019.0,20000000.0,1
Asset Management (Asia) Ltd,2017.0,20000000.0,1
AskMe,2015.0,20000000.0,1
Digital Garage Inc,2017.0,20000000.0,1
Delta Partners,2016.0,20000000.0,1
hedge fund & Others,2018.0,20000000.0,1
Snapdeal,2015.0,20000000.0,1
Spring Canter Investment Ltd.,2019.0,20000000.0,1
\\xc2\\xa0 Mayfield,2016.0,20000000.0,1
Blacksoil,2016.0,20000000.0,1
CDC Group Plc,2017.0,19500000.0,1
"Ontario Teachers\\'""",2017.0,19500000.0,1
"""Kedaraa Capital",2017.0,19500000.0,1
VH Capital,2018.0,19000000.0,1
Lok Capital,2019.0,19000000.0,1
Peepul Capital,2015.0,19000000.0,2
Eight Roads Ventures,2015.0,19000000.0,2
Bhavin Turakhia,2016.0,19000000.0,1
IIFL Wealth,2019.0,19000000.0,1
Axilor Ventures and Binny Bansal,2018.0,19000000.0,1
pi Ventures,2018.0,19000000.0,1
IDG Venture,2018.0,19000000.0,1
Bertelsmann India,2017.0,18950000.0,2
Amazon-Patni JV,2018.0,18840000.0,1
Undisclosed investors,2016.0,18808000.0,15
Catamaran Ventures,2017.0,18500000.0,1
Vertex Ventures,2016.0,18500000.0,2
SBI-FMO Fund,2017.0,18500000.0,1
Sequoia Capital India,2020.0,18358860.0,1
Kae Capital,2016.0,18300000.0,4
Xiaomi Singapore,2018.0,18200000.0,1
Accel Partners and Tiger Global Management.,2018.0,18000000.0,1
Beenext,2016.0,18000000.0,2
Beenos,2016.0,18000000.0,2
Nexus venture Partners,2015.0,18000000.0,1
NanoHoldings,2016.0,18000000.0,1
GFC,2015.0,18000000.0,1
PayU & Others,2018.0,18000000.0,1
Insight Venture Partners,2018.0,18000000.0,1
Breakthrough Energy Ventures,2019.0,18000000.0,1
Orios Venture Partners,2017.0,18000000.0,1
Saama Capital,2017.0,17750000.0,3
FinTech,2019.0,17411265.0,1
Binny Bansal,2018.0,17200000.0,1
Bhavish Aggarwal,2018.0,17200000.0,1
Kunal Shah and Manish Patel.,2018.0,17200000.0,1
Matrix Partners,2018.0,17200000.0,1
Ankit Bhati,2018.0,17200000.0,1
Blume Ventures,2018.0,17100000.0,3
Nexus Venture Partners,2018.0,17100000.0,4
Navneet Education and Mahavir Agency,2018.0,17000000.0,1
Shunwei Capital,2017.0,17000000.0,4
Allcargo Logistics,2018.0,17000000.0,1
Prasid Uno Family Trust,2019.0,17000000.0,1
WRV Capital,2017.0,17000000.0,1
Beenos,2015.0,17000000.0,2
Edelweiss Private Equity,2017.0,17000000.0,1
Prime Venture Partners,2017.0,16800000.0,2
Beenext,2017.0,16700000.0,3
Khosla Impact,2016.0,16650000.0,2
Khosla Ventures,2015.0,16600000.0,1
Constellation Technology Ventures (Exelon Corporation),2015.0,16600000.0,1
RWE,2015.0,16600000.0,1
E.ON,2015.0,16600000.0,1
Ashok Goel (promoter),2015.0,16500000.0,1
BEENEXT,2016.0,16400000.0,3
New Enterprise Associates (NEA),2016.0,16200000.0,2
JS Capital Management,2017.0,16000000.0,1
Ru-Net,2015.0,16000000.0,1
Axiata Digital,2016.0,16000000.0,1
InterWest Partners,2015.0,16000000.0,1
Bravia Capital,2016.0,16000000.0,1
Social Capital,2017.0,16000000.0,1
Trinity Ventures,2015.0,16000000.0,1
Presidio Ventures,2015.0,16000000.0,1
Aspada,2016.0,16000000.0,1
Dragoneer Investment,2015.0,16000000.0,2
Undisclosed,2019.0,16000000.0,1
\\xc2\\xa0 Qualcomm Ventures,2015.0,16000000.0,1
IIFL Wealth Management Seed Venture Fund,2016.0,16000000.0,1
Horizons Ventures,2017.0,16000000.0,1
